避難場所_施設名称,地方公共団体コード,都道府県,指定市区町村名,所在地住所,緯度,経度,避難対象_洪水,避難対象_崖崩れ、土石流及び地滑り,避難対象_高潮,避難対象_地震,避難対象_津波,避難対象_大規模な火事,避難対象_内水氾濫,避難対象_火山現象,エレベーター有/避難スペースが１階,スロープ等,点字ブロック,だれでもトイレ,その他
成蹊学園グラウンド,132039,東京都,武蔵野市,東京都武蔵野市吉祥寺北町3丁目,35.71506959,139.5749953,1,0,0,1,0,1,1,1,0,0,0,0,
井の頭恩賜公園,132039,東京都,武蔵野市,東京都武蔵野市御殿山1丁目,35.70051889,139.5740688,1,0,0,1,0,1,1,1,0,0,0,0,
小金井公園,132039,東京都,武蔵野市,東京都武蔵野市桜堤3丁目、小金井市関野町1・2丁目他,35.71613167,139.5274266,1,0,0,1,0,1,1,1,0,0,0,0,
国際基督教大学周辺,132039,東京都,武蔵野市,東京都三鷹市大沢3丁目他,35.69072497,139.5293098,1,0,0,1,0,1,1,1,0,0,0,0,
グリーンパーク,130001,東京都,,東京都武蔵野市吉祥寺北町、緑町、八幡町,35.71798007,139.563179,0,0,0,0,0,1,0,0,0,0,0,0,
第一小学校（校庭）,132047,東京都,三鷹市,東京都三鷹市新川6-4-32,35.681979,139.570258,0,0,0,1,0,0,0,0,0,0,0,0,
第二小学校（校庭）,132047,東京都,三鷹市,東京都三鷹市野崎3-19-1,35.6858623,139.5425245,0,0,0,1,0,0,0,0,0,0,0,0,
第三小学校（校庭）,132047,東京都,三鷹市,東京都三鷹市上連雀4-12-3,35.6954088,139.5575979,0,0,0,1,0,0,0,0,0,0,0,0,
第四小学校（校庭）,132047,東京都,三鷹市,東京都三鷹市下連雀1-25-1,35.6954896,139.5686997,0,0,0,1,0,0,0,0,0,0,0,0,
第五小学校（校庭）,132047,東京都,三鷹市,東京都三鷹市井の頭2-34-21,35.6930679,139.5818013,0,0,0,1,0,0,0,0,0,0,0,0,
第六小学校（校庭）,132047,東京都,三鷹市,東京都三鷹市下連雀6-13-1,35.6882514,139.5654307,0,0,0,1,0,0,0,0,0,0,0,0,
第七小学校（校庭）,132047,東京都,三鷹市,東京都三鷹市上連雀7-7-7,35.6927979,139.554826,0,0,0,1,0,0,0,0,0,0,0,0,
大沢台小学校（校庭）,132047,東京都,三鷹市,東京都三鷹市大沢2-6-18,35.6802794,139.5361142,0,0,0,1,0,0,0,0,0,0,0,0,
高山小学校（校庭）,132047,東京都,三鷹市,東京都三鷹市牟礼4-6-12,35.6895404,139.5773185,0,0,0,1,0,0,0,0,0,0,0,0,
南浦小学校（校庭）,132047,東京都,三鷹市,東京都三鷹市下連雀9-9-1,35.6862404,139.5599174,0,0,0,1,0,0,0,0,0,0,0,0,
中原小学校（校庭）,132047,東京都,三鷹市,東京都三鷹市中原2-12-13,35.6701701,139.5709697,0,0,0,1,0,0,0,0,0,0,0,0,
北野小学校（校庭）,132047,東京都,三鷹市,東京都三鷹市北野3-1-5,35.6797719,139.5819684,0,0,0,1,0,0,0,0,0,0,0,0,
井口小学校（校庭）,132047,東京都,三鷹市,東京都三鷹市井口3-7-11,35.6922699,139.5442436,0,0,0,1,0,0,0,0,0,0,0,0,
東台小学校（校庭）,132047,東京都,三鷹市,東京都三鷹市中原2-17-37,35.6674149,139.5719198,0,0,0,1,0,0,0,0,0,0,0,0,
羽沢小学校（校庭）,132047,東京都,三鷹市,東京都三鷹市大沢4-9-1,35.6702001,139.5384476,0,0,0,1,0,0,0,0,0,0,0,0,
第二中学校（校庭）,132047,東京都,三鷹市,東京都三鷹市野崎3-14-1,35.6873593,139.5435855,0,0,0,1,0,0,0,0,0,0,0,0,
第三中学校（校庭）,132047,東京都,三鷹市,東京都三鷹市牟礼4-13-8,35.6917457,139.575538,0,0,0,1,0,0,0,0,0,0,0,0,
第四中学校（校庭）,132047,東京都,三鷹市,東京都三鷹市上連雀4-18-7,35.6961864,139.556523,0,0,0,1,0,0,0,0,0,0,0,0,
第五中学校（校庭）,132047,東京都,三鷹市,東京都三鷹市新川1-7-20,35.6710505,139.5773191,0,0,0,1,0,0,0,0,0,0,0,0,
第六中学校（校庭）,132047,東京都,三鷹市,東京都三鷹市新川2-12-17,35.6808551,139.5756411,0,0,0,1,0,0,0,0,0,0,0,0,
第七中学校（校庭）,132047,東京都,三鷹市,東京都三鷹市大沢2-11-12,35.6772408,139.5324701,0,0,0,1,0,0,0,0,0,0,0,0,
井口特設ｸﾞﾗｳﾝﾄﾞ,132047,東京都,三鷹市,東京都三鷹市井口1-6,35.6930366,139.5499042,0,0,0,1,0,0,0,0,0,0,0,0,
都立三鷹中等教育学校（校庭）,132047,東京都,三鷹市,東京都三鷹市新川6-21-21,35.6793718,139.5669059,0,0,0,1,0,0,0,0,0,0,0,0,
大成高等学校グラウンド,132047,東京都,三鷹市,東京都三鷹市上連雀6-7-5,35.6889096,139.5589341,0,0,0,1,0,0,0,0,0,0,0,0,
明星学園小中学校（校庭）,132047,東京都,三鷹市,東京都三鷹市井の頭5-7-7,35.695237,139.5774017,0,0,0,1,0,0,0,0,0,0,0,0,
明星学園高等学校（校庭）,132047,東京都,三鷹市,東京都三鷹市牟礼4-15-22,35.6931732,139.5733937,0,0,0,1,0,0,0,0,0,0,0,0,
立教女学院（校庭）,132047,東京都,三鷹市,東京都杉並区久我山4-29-60,35.6943402,139.5895145,0,0,0,1,0,0,0,0,0,0,0,0,
久我山ゴルフ,132047,東京都,三鷹市,東京都三鷹市牟礼1-2-14,35.6824607,139.5918813,0,0,0,1,0,0,0,0,0,0,0,0,
仙川ゴルフ練習場,132047,東京都,三鷹市,東京都三鷹市中原1-3-6,35.6650292,139.5784388,0,0,0,1,0,0,0,0,0,0,0,0,
武蔵グランドゴルフ,132047,東京都,三鷹市,東京都三鷹市北野1-7-22,35.6767139,139.5851182,0,0,0,1,0,0,0,0,0,0,0,0,
花と緑の広場,132047,東京都,三鷹市,東京都三鷹市牟礼1-11-26,35.683232,139.588236,0,0,0,1,0,0,0,0,0,0,0,0,
新川あおやぎ公園,132047,東京都,三鷹市,東京都三鷹市新川1-11-16,35.668593,139.574957,0,0,0,1,0,0,0,0,0,0,0,0,
牟礼の里公園,132047,東京都,三鷹市,東京都三鷹市牟礼3-7-7,35.6885961,139.581732,0,0,0,1,0,0,0,0,0,0,0,0,
農業公園,132047,東京都,三鷹市,東京都三鷹市新川6-30-22,35.681555,139.565227,0,0,0,1,0,0,0,0,0,0,0,0,
仙川公園,132047,東京都,三鷹市,東京都三鷹市新川6-7-1,35.679857,139.568985,0,0,0,1,0,0,0,0,0,0,0,0,
東京都立井の頭恩賜公園（うち井の頭文化園、西園）,132047,東京都,三鷹市,東京都三鷹市下連雀1-1、東京都武蔵野市御殿山1-17、18、19,35.69743194,139.5711773,0,0,0,1,0,1,0,0,0,0,0,0,
公団新川・島屋敷通り団地,132047,東京都,三鷹市,東京都三鷹市新川4-25、新川5-6、7,35.67476917,139.5714881,0,0,0,1,0,1,0,0,0,0,0,0,
国際基督教大学・東京神学大学・ルーテル学院大学・東京都立野川公園,132047,東京都,三鷹市,東京都三鷹市大沢2-15先、大沢3-10-2、20、30、小金井市東町1-1先、1-6先、調布市野水1丁目、2丁目,35.687537,139.529551,0,0,0,1,0,1,0,0,0,0,0,0,
国立天文台,132047,東京都,三鷹市,東京都三鷹市大沢2-21-1,35.6754467,139.5376697,0,0,0,1,0,1,0,0,0,0,0,0,
東京都立武蔵野の森公園,132047,東京都,三鷹市,東京都三鷹市大沢6-11先、府中市旭町3-7先、調布市西町先,35.67729335,139.5280982,0,0,0,1,0,1,0,0,0,0,0,0,
東京都立神代植物公園,132047,東京都,三鷹市,東京都調布市深大寺元町2丁目ほか,35.66588,139.551468,0,0,0,1,0,1,0,0,0,0,0,0,
調布市緑丘小学校周辺,132047,東京都,三鷹市,東京都調布市緑ヶ丘2-16ほか,35.669953,139.584749,0,0,0,1,0,1,0,0,0,0,0,0,
東京都立武蔵野中央公園,132047,東京都,三鷹市,東京都武蔵野市八番町2-1、4,35.718656,139.558562,0,0,0,1,0,1,0,0,0,0,0,0,
杏林大学井の頭キャンパス,132047,東京都,三鷹市,東京都三鷹市下連雀5-4-1,35.685441,139.569587,0,0,0,1,0,0,0,0,0,0,0,0,
三鷹中央防災公園,132047,東京都,三鷹市,東京都三鷹市新川6-37-1,35.682239,139.561765,0,0,0,1,0,0,0,0,0,0,0,0,
第一小学校（体育館・校舎）,132047,東京都,三鷹市,東京都三鷹市新川６－３－３２,35.682296,139.570024,1,1,0,0,0,0,1,0,1,1,0,1,
第二小学校（体育館・校舎）,132047,東京都,三鷹市,東京都三鷹市野崎３－１９－１,35.685884,139.542515,1,1,0,0,0,0,1,0,0,1,0,1,
第三小学校（体育館・校舎）,132047,東京都,三鷹市,東京都三鷹市上連雀４－１２－３,35.695787,139.557615,1,1,0,0,0,0,1,0,1,1,0,1,
第四小学校（体育館・校舎）,132047,東京都,三鷹市,東京都三鷹市下連雀１－２５－１,35.6955,139.568699,1,1,0,0,0,0,1,0,0,0,0,1,
第五小学校（体育館・校舎）,132047,東京都,三鷹市,東京都三鷹市井の頭２－３４－２１,35.693077,139.581802,1,1,0,0,0,0,1,0,0,1,0,0,
第六小学校（体育館・校舎）,132047,東京都,三鷹市,東京都三鷹市下連雀６－１３－１,35.688358,139.564904,1,1,0,0,0,0,1,0,0,1,0,1,
第七小学校（体育館・校舎）,132047,東京都,三鷹市,東京都三鷹市上連雀７－７－７,35.692744,139.55448,1,1,0,0,0,0,1,0,0,1,0,1,
大沢台小学校（体育館・校舎）,132047,東京都,三鷹市,東京都三鷹市大沢２－６－１８,35.680332,139.5364,1,1,0,0,0,0,1,0,0,1,0,0,
高山小学校（体育館・校舎）,132047,東京都,三鷹市,東京都三鷹市牟礼４－６－１２,35.6897234,139.5772663,1,1,0,0,0,0,1,0,1,1,0,1,
南浦小学校（体育館・校舎）,132047,東京都,三鷹市,東京都三鷹市下連雀９－９－１,35.686005,139.560089,1,1,0,0,0,0,1,0,0,1,0,1,
中原小学校（体育館・校舎）,132047,東京都,三鷹市,東京都三鷹市中原２－１２－１３,35.67034,139.571229,1,1,0,0,0,0,1,0,0,0,0,1,
北野小学校（体育館・校舎）,132047,東京都,三鷹市,東京都三鷹市北野３－１－５,35.67986,139.58213,1,1,0,0,0,0,1,0,0,1,0,0,
井口小学校（体育館・校舎）,132047,東京都,三鷹市,東京都三鷹市井口３－７－１１,35.692286,139.54448,1,1,0,0,0,0,1,0,0,0,0,1,
東台小学校（体育館・校舎）,132047,東京都,三鷹市,東京都三鷹市中原２－１７－３７,35.66738,139.571903,1,1,0,0,0,0,1,0,1,1,0,1,
羽沢小学校（体育館・校舎）,132047,東京都,三鷹市,東京都三鷹市大沢４－９－１,35.670234,139.538437,0,1,0,0,0,0,0,0,0,1,0,1,
第一中学校（校舎）,132047,東京都,三鷹市,東京都三鷹市下連雀９－10－１,35.685264,139.559749,1,1,0,0,0,0,1,0,0,1,0,1,
第二中学校（体育館・校舎）,132047,東京都,三鷹市,東京都三鷹市野崎３－１４－１,35.687481,139.543623,1,1,0,0,0,0,1,0,0,1,0,1,
第三中学校（体育館・校舎）,132047,東京都,三鷹市,東京都三鷹市牟礼４－１３－８,35.691885,139.575687,1,1,0,0,0,0,1,0,1,1,0,1,
第四中学校（体育館・校舎）,132047,東京都,三鷹市,東京都三鷹市上連雀４－１８－７,35.696454,139.556368,1,1,0,0,0,0,1,0,0,0,0,0,
第五中学校（体育館・校舎）,132047,東京都,三鷹市,東京都三鷹市新川１－７－２０,35.671105,139.577298,1,1,0,0,0,0,1,0,0,1,0,1,
第六中学校（体育館・校舎）,132047,東京都,三鷹市,東京都三鷹市新川２－１２－１７,35.680812,139.57567,1,1,0,0,0,0,1,0,0,0,0,1,
第七中学校（体育館・校舎）,132047,東京都,三鷹市,東京都三鷹市大沢２－１１－１２,35.678039,139.532311,1,1,0,0,0,0,1,0,0,1,0,1,
大沢コミュニティ・センター,132047,東京都,三鷹市,東京都三鷹市大沢４－２５－３０,35.668929,139.536998,0,1,0,0,0,0,0,0,1,1,1,1,
牟礼コミュニティ・センター,132047,東京都,三鷹市,東京都三鷹市牟礼７－６－２５,35.684946,139.574839,1,1,0,0,0,0,1,0,1,1,0,1,
井口コミュニティ・センター,132047,東京都,三鷹市,東京都三鷹市井口１－１３－３２,35.693509,139.548523,1,1,0,0,0,0,1,0,1,1,0,1,
井の頭コミュニティ・センター,132047,東京都,三鷹市,東京都三鷹市井の頭２－３２－３０,35.694072,139.583417,1,1,0,0,0,0,1,0,1,1,0,1,
新川中原コミュニティ・センター,132047,東京都,三鷹市,東京都三鷹市新川１－１１－１,35.668896,139.575887,1,1,0,0,0,0,1,0,1,1,1,1,
連雀コミュニティ・センター,132047,東京都,三鷹市,東京都三鷹市下連雀７－１５－４,35.69259,139.561238,0,1,0,0,0,0,0,0,1,1,1,1,
駅前コミュニティ・センター,132047,東京都,三鷹市,東京都三鷹市下連雀３－１３－１０,35.699479,139.563013,1,1,0,0,0,0,1,0,1,1,1,1,
三鷹中等教育学校,132047,東京都,三鷹市,東京都三鷹市新川６－２１－２１,35.679657,139.56689,0,1,0,0,0,0,0,0,0,1,0,1,階段昇降機
国際基督教大学,132047,東京都,三鷹市,東京都三鷹市大沢３－１０－２,35.687567,139.529534,1,1,0,0,0,0,1,0,1,1,0,1,
ルーテル学院大学,132047,東京都,三鷹市,東京都三鷹市大沢３－１０－２０,35.688414,139.535567,0,1,0,0,0,0,0,0,1,1,1,1,
明星学園小中学校（体育館）,132047,東京都,三鷹市,東京都三鷹市井の頭５－７－７,35.695109,139.577271,1,1,0,0,0,0,1,0,1,1,0,1,
都立青梅総合高校（体育館、グラウンド）,132055,東京都,青梅市,東京都青梅市勝沼1-60,35.78843692,139.2692044,1,1,0,1,0,1,1,0,1,1,0,1,
永山公園グラウンド（グラウンド）,132055,東京都,青梅市,東京都青梅市本町217,35.79209463,139.259926,0,0,0,1,0,1,0,0,0,0,0,0,
市立第一小学校（グラウンド）,132055,東京都,青梅市,東京都青梅市本町223,35.7914865,139.2584427,0,0,0,1,0,1,0,0,0,0,0,0,
天ヶ瀬体育館（体育館）,132055,東京都,青梅市,東京都青梅市天ヶ瀬町1111,35.7891617,139.2506323,1,1,0,1,0,1,1,0,0,1,0,0,
天ヶ瀬運動広場（グラウンド）,132055,東京都,青梅市,東京都青梅市天ヶ瀬町1111-1,35.78868,139.250646,0,0,0,1,0,1,0,0,0,0,0,0,
市立第一中学校（校舎・体育館・グラウンド）,132055,東京都,青梅市,東京都青梅市裏宿町615,35.78934917,139.2450785,1,1,0,1,0,1,1,0,1,0,0,0,
日向和田２丁目児童遊園（グラウンド）,132055,東京都,青梅市,東京都青梅市日向和田2-374-7,35.785152,139.23557,0,0,0,1,0,1,0,0,0,0,0,0,
市立第二小学校（校舎・体育館・グラウンド）,132055,東京都,青梅市,東京都青梅市長淵4-437,35.7808687,139.2706943,1,1,0,1,0,1,1,0,1,1,0,1,
長淵市民センター（庁舎・体育館・駐車場）,132055,東京都,青梅市,東京都青梅市長淵6-492-1,35.7803659,139.2685695,1,1,0,1,0,1,1,0,0,1,0,1,
市立友田小学校（校舎・グラウンド）,132055,東京都,青梅市,東京都青梅市友田町5-332,35.7741421,139.2847236,1,1,0,1,0,1,1,0,1,0,0,0,
市立第二中学校（校舎・体育館・グラウンド）,132055,東京都,青梅市,東京都青梅市千ヶ瀬町2-155,35.7856738,139.2744216,1,1,0,1,0,1,1,0,0,0,0,0,
市立吹上中学校（校舎・体育館・グラウンド）,132055,東京都,青梅市,東京都青梅市吹上1,35.8010055,139.2828009,1,1,0,1,0,1,1,0,0,0,0,0,
市立吹上小学校（校舎・体育館・グラウンド）,132055,東京都,青梅市,東京都青梅市吹上176-1,35.7971004,139.2825816,1,1,0,1,0,1,1,0,1,0,0,0,
大門市民センター（庁舎・体育館・駐車場）,132055,東京都,青梅市,東京都青梅市大門2-288,35.7967646,139.2912057,1,1,0,1,0,1,1,0,0,1,0,1,
市立第三中学校（校舎・体育館・グラウンド）,132055,東京都,青梅市,東京都青梅市大門2-301,35.7973285,139.2922556,1,1,0,1,0,1,1,0,1,1,0,0,
市立第三小学校（校舎・体育館・グラウンド）,132055,東京都,青梅市,東京都青梅市大門2-317,35.7984673,139.2937554,1,1,0,1,0,1,1,0,1,0,0,0,
東原公園球技場（グラウンド）,132055,東京都,青梅市,東京都青梅市今寺5-11,35.7937014,139.3017771,0,0,0,1,0,1,0,0,0,0,0,0,
畑中保育園（グラウンド）,132055,東京都,青梅市,東京都青梅市畑中2-593,35.7832015,139.2410163,0,0,0,1,0,1,0,0,0,0,0,0,
和田町運動広場（グラウンド）,132055,東京都,青梅市,東京都青梅市和田町2-422-1,35.77982017,139.2293669,0,0,0,1,0,1,0,0,0,0,0,0,
梅郷市民センター（庁舎・体育館・駐車場）,132055,東京都,青梅市,東京都青梅市梅郷3-749-1,35.7865819,139.224326,1,1,0,1,0,1,1,0,0,1,0,0,
市立第五小学校（校舎・体育館・グラウンド）,132055,東京都,青梅市,東京都青梅市梅郷3-765-1,35.7874623,139.2240788,1,1,0,1,0,1,1,0,1,0,0,0,
市立西中学校（校舎・体育館・グラウンド）,132055,東京都,青梅市,東京都青梅市梅郷6-1460-1,35.7946641,139.2198738,1,1,0,1,0,1,1,0,1,0,0,0,
柚木町運動広場（グラウンド）,132055,東京都,青梅市,東京都青梅市柚木町2-313-1,35.799755,139.2117861,0,0,0,1,0,1,0,0,0,0,0,0,
青梅柚木苑地駐車場（駐車場）,132055,東京都,青梅市,東京都青梅市柚木町3-643,35.8030156,139.2075395,0,0,0,1,0,1,0,0,0,0,0,0,
市立第六小学校（校舎・体育館・グラウンド）,132055,東京都,青梅市,東京都青梅市二俣尾3-903-1,35.8015936,139.2168605,1,1,0,1,0,1,1,0,1,0,0,0,
二俣尾５丁目第２運動広場（グラウンド）,132055,東京都,青梅市,東京都青梅市二俣尾5-164,35.813401,139.207838,0,0,0,1,0,1,0,0,0,0,0,0,
沢井市民センター（多目的室）,132055,東京都,青梅市,東京都青梅市沢井2-727-1,35.80475,139.196734,1,1,0,0,0,0,1,0,1,1,0,1,スロープ・身障者対応トイレ
沢井市民センター運動広場（グラウンド）,132055,東京都,青梅市,東京都青梅市沢井2-727-1,35.804606,139.195579,0,0,0,1,0,1,0,0,0,0,0,0,
御岳本町児童遊園（グラウンド）,132055,東京都,青梅市,東京都青梅市御岳本町167-1,35.800647,139.178055,0,0,0,1,0,1,0,0,0,0,0,0,
御岳本町運動広場（グラウンド）,132055,東京都,青梅市,東京都青梅市御岳本町224-3,35.80185493,139.1789292,0,0,0,1,0,1,0,0,0,0,0,0,
御岳運動広場（グラウンド）,132055,東京都,青梅市,東京都青梅市御岳1-115,35.7993937,139.1812699,0,0,0,1,0,1,0,0,0,0,0,0,
御岳山ふれあいセンター（体育館・グラウンド）,132055,東京都,青梅市,東京都青梅市御岳山38-2,35.7869501,139.1507224,1,1,0,1,0,1,1,0,1,1,0,1,
富岡３丁目運動広場（グラウンド）,132055,東京都,青梅市,東京都青梅市富岡3-1168,35.828155,139.293092,0,0,0,1,0,1,0,0,0,0,0,0,
小曾木２丁目運動広場（グラウンド）,132055,東京都,青梅市,東京都青梅市小曾木2-633,35.81898993,139.2896447,0,0,0,1,0,1,0,0,0,0,0,0,
小曾木市民センター（庁舎・駐車場）,132055,東京都,青梅市,東京都青梅市小曾木3-1656-1,35.8180257,139.2751347,1,1,0,1,0,1,1,0,0,1,0,0,
市立第七小学校（校舎・体育館・グラウンド）,132055,東京都,青梅市,東京都青梅市小曾木3-1880-1,35.8198366,139.2750069,1,1,0,1,0,1,1,0,1,0,0,0,
市立第六中学校（校舎・体育館・グラウンド）,132055,東京都,青梅市,東京都青梅市小曾木4-2040,35.8216697,139.27639,1,1,0,1,0,1,1,0,1,0,0,0,
黒沢中央運動広場（グラウンド）,132055,東京都,青梅市,東京都青梅市黒沢2-991-1,35.81232,139.258901,0,0,0,1,0,1,0,0,0,0,0,0,
市立成木小学校（校舎・体育館・グラウンド）,132055,東京都,青梅市,東京都青梅市成木3-423-1,35.8281883,139.2605889,1,1,0,1,0,1,1,0,1,0,0,0,
市立第七中学校（校舎・体育館・グラウンド）,132055,東京都,青梅市,東京都青梅市成木4-544-2,35.8258691,139.2579782,1,1,0,1,0,1,1,0,1,0,0,0,
